theta_3,theta_2,theta_1,theta_4,theta_5,theta_6
-0.2340855057020439,0.6056634448976149,1.4985976321903232,-0.6247949213096985,-3.14,0.8324337706693841
-0.3375432722284719,0.6201707825622975,1.5145307972740942,-0.4657878035845534,-3.14,0.9021862523819442
-0.4102186060163807,0.6297731098487458,1.5297212984832491,-0.3827349559438169,-3.14,0.9220436814267636
-0.4916403772956645,0.6395441182264578,1.5433570521058362,-0.2850811267995498,-3.14,0.9479845879741068
-0.5671351511339793,0.647086932439994,1.55579746592607,-0.1985255059073988,-3.14,0.9665661857528562
-0.6341421326675841,0.652404585815496,1.567142153895134,-0.1337528965350886,-3.1365417181204145,0.9696483771221136
-0.6944856307863763,0.6561083038453668,1.5774060415988693,-0.0874314486182684,-3.126359087562268,0.9593429456255508
-0.7499372760810495,0.6587093459707571,1.5865452232894284,-0.0553189998561293,-3.117320892571727,0.9386330194909164
-0.8016129814271331,0.6605956517398772,1.5945334412733871,-0.0347193020109539,-3.109465722908737,0.9094903089621672
-0.8502186952569039,0.6620857127235178,1.6013612289887973,-0.0239979975627694,-3.10281189857386,0.8731640799650294
-0.8962225050219284,0.6634534231860221,1.6070293190511502,-0.0220846709206634,-3.0973619173706433,0.8305303616946065
-0.9399295978349588,0.6649354690580587,1.6115455500877969,-0.0282347217946291,-3.0931031449154265,0.7822619843839763
-0.9815144613501144,0.6667309492840972,1.614923321859122,-0.0419131006401959,-3.0900069874383065,0.7289124146556045
-1.0210349037967497,0.6689966856644364,1.6171806056879574,-0.0627257804858169,-3.088027764797317,0.670966185682823
-1.0584381167804684,0.6718395900314698,1.6183392540865342,-0.090369766793603,-3.087101736331632,0.6088760966091178
-1.0935645288489504,0.6753070657947744,1.6184245285029515,-0.1245888838804984,-3.087146562659141,0.5430950257334928
-1.1261540266502588,0.6793767536068911,1.6174648041163258,-0.1651293557786951,-3.088061467617527,0.4741049456824252
-1.1558588396802605,0.6839476600413612,1.6154914102337534,-0.211693381768397,-3.089728376846822,0.4024425725713926
-1.1822667772348403,0.6888355206808393,1.6125385417606233,-0.2638925828556752,-3.0920142967689683,0.3287188367102275
-1.204936695496268,0.6937756496141084,1.6086431454150862,-0.3212066210907819,-3.0947751045137473,0.2536281567573555
-1.2234446872654805,0.6984359102437903,1.603844665818447,-0.3829546416310783,-3.097860708195465,0.177943933243764
-1.237435162645615,0.7024404460316725,1.5981845574686555,-0.4482871092646524,-3.101121227016431,0.1024991155834695
-1.2466675177612023,0.7054017898469663,1.5917055412493453,-0.5162022857673636,-3.104413532063605,0.0281545331066988
-1.2510485744601123,0.7069561240303227,1.58445068654675,-0.5855858547900863,-3.1076073281034473,-0.0442388324463526
-1.2506442364616503,0.70679521832426,1.5764624789690904,-0.6552665884352614,-3.110590041286154,-0.1138762800024114
-1.245669436788108,0.7046895657941074,1.5677820423230786,-0.7240781323512023,-3.113270072390509,-0.1800289668853328
-1.2364607001293335,0.7004998320456979,1.5584486219929043,-0.790917772930057,-3.1155783339042147,-0.2420645416956219
-1.2234384357486894,0.6941765946075498,1.5484993497479156,-0.8547960090827206,-3.1174682659493156,-0.2994597055925863
-1.2070661693996405,0.6857504394597469,1.5379692443864157,-0.9148737528198756,-3.1189146645685963,-0.3518066627400785
-1.187812388140947,0.6753155206504599,1.5268913750971662,-0.970485917739462,-3.119911684544612,-0.3988148456111638
-1.1661186855553722,0.6630098999061353,1.5152971144888783,-1.021151257496206,-3.1204703505132168,-0.4403082376674506
-1.1423760770222189,0.6489956612816609,1.5032164198870364,-1.0665693049862184,-3.1206158591818283,-0.47621810954477
-1.1169098631915146,0.633441134651493,1.4906780961339665,-1.1066064622069671,-3.1203848947847614,-0.5065713350902635
-1.089972277306067,0.6165067086401526,1.4777100087302961,-1.1412744503822008,-3.1198231142169064,-0.531475297569275
-1.0617414032978811,0.5983348382725732,1.4643392319564468,-1.170704990773899,-3.1189828930971495,-0.5511011591967349
-1.0323245326263104,0.579044127394475,1.4505921306397402,-1.1951244967522543,-3.1179213659334404,-0.5656675657246953
-1.0017642008491965,0.558726902274676,1.4364943841864468,-1.2148318161258396,-3.1166987474620846,-0.5754266428920318
-0.970045495512564,0.5374495088519105,1.4220709663112472,-1.2301809937622352,-3.1153768897294016,-0.5806536035885118
-0.9080079945118796,0.4954530414004414,1.4038614575051858,-1.22902117309019,-3.1133273910259405,-0.5598384024503124
-0.877374080712006,0.4749299917265623,1.38595815164234,-1.2500891787523165,-3.111872025079703,-0.5712387073157906
-0.8427755035987432,0.4517827962896166,1.371794800288994,-1.2581576298526227,-3.1107668829661774,-0.568238944756687
-0.7848543574834389,0.4137923535545251,1.3593824780720674,-1.2374065708406612,-3.10983396305579,-0.5279091357394486
-0.7346621678617712,0.3817612437887104,1.3440129134389192,-1.2327090141997812,-3.109107115647109,-0.5054769016893284
-0.6851856101189879,0.3509448967957344,1.3281771929362767,-1.2313311814025794,-3.1087023341519053,-0.485886021069359
-0.6348582673879805,0.3204520318272721,1.3115514316100496,-1.230007588293217,-3.108646757840724,-0.4651989578537039
-0.583030285410644,0.2900252226189949,1.2941898203996043,-1.2295548409705213,-3.1089902352968783,-0.4438323145131687
-0.5112978767024126,0.2497459384693444,1.2754605391911211,-1.2296343906932854,-3.1098259824767083,-0.4129795844573829
-0.4910311733829584,0.2387650995148738,1.2641732799832952,-1.235402592232833,-3.1107657085806313,-0.4097922129241095
-0.4259362443509494,0.2045832757995934,1.2464868539767486,-1.2410587599547225,-3.1122563959906815,-0.3849947038094575
-0.3476627567206914,0.165644222833222,1.2271527640923348,-1.2632496209729878,-3.1142590164110437,-0.3683090720432853
-0.2379705395485346,0.1149113930153407,1.2076191060642458,-1.3179828226879795,-3.1165752427684796,-0.3645004679381344
-0.0697466994012545,0.0465993433310948,1.1880793420530955,-1.4644894080011368,-3.118950672892424,-0.4114548862501272
-0.0075334795718055,0.0266996564399506,1.1685561737995906,-1.550942022532941,-3.1204664494137275,-0.4559100182737576
0.0007001706878787,0.0258466021087446,1.1491017546056024,-1.570524094673138,-3.1211929445067703,-0.468405196016799
0.0002341501432524,0.0268240384641857,1.129762716992218,-1.571062587734632,-3.1217190766201144,-0.4687135452001361
9.542029430239804e-05,0.0275985797737311,1.110577789068035,-1.570927267499294,-3.122252543752336,-0.4682125691667361
4.280884619339102e-05,0.0283954642161347,1.0915857616879703,-1.5708687121358451,-3.12280194053953,-0.4676683803300056
1.6585098759626356e-05,0.02921653088666,1.0728242716688747,-1.5708318242056605,-3.1233639236933066,-0.467083401731149
5.221396213004879e-06,0.0300461305256755,1.0543292187494173,-1.570811705932118,-3.1239353258638833,-0.4664796595360266
1.0615049964541556e-06,0.0308670252411001,1.036134625283526,-1.5708021466853423,-3.124512848118787,-0.4658756993002356
-1.1862000471034585e-07,0.0316611218318424,1.0182725199390688,-1.570798172900065,-3.1250931364241143,-0.465288838623197
-2.8333900734446034e-07,0.0324102649642786,1.0007728513395335,-1.5707967511275027,-3.125672819034281,-0.4647362439723627
-1.9915446384239697e-07,0.0330967625077959,0.9836634330909386,-1.5707963401317937,-3.1262485300714107,-0.464235012116046
-1.0466900973074092e-07,0.0337036562558128,0.9669699194591432,-1.5707962672635916,-3.1268169344500683,-0.4638019373152114
-4.6472255642116354e-08,0.0342148295281212,0.9507158100319497,-1.5707962805362643,-3.127374757009733,-0.4634532821594351
-1.802868057274062e-08,0.0346150308249182,0.9349224811639076,-1.5707963023358054,-3.127918814261314,-0.4632046360359757
-6.1339231737979854e-09,0.0348898592008683,0.9196092416370063,-1.5707963163073366,-3.1284460466583512,-0.4630708518741947
-1.810405726665967e-09,0.0350257321382149,0.9047934097042716,-1.5707963230626356,-3.12895354996865,-0.4630660331362093
-4.673910896597988e-10,0.0350098438814147,0.8904904085131524,-1.570796325753196,-3.129438604994522,-0.4632035492073106
-1.3117073722928542e-10,0.0348301170685919,0.8767138768383078,-1.5707963266223717,-3.129898705321232,-0.4634960665101617
-7.226589283148783e-11,0.0344751489390638,0.8634757920860583,-1.5707963268171794,-3.130331583013988,-0.4639555888930692
-6.47439706668306e-11,0.0339341531200326,0.8507866026527986,-1.5707963268176846,-3.1307352323206277,-0.4645935040797125
-5.647844853948795e-11,0.0331968980320037,0.8386553669097383,-1.5707963267886602,-3.1311079315263717,-0.465420634393996
-4.357969356731916e-11,0.0322536429895483,0.8270898963276268,-1.570796326771128,-3.131448263175097,-0.4664472905352713
-3.0291601474648804e-11,0.0310950730513966,0.8160969005299341,-1.5707963267670022,-3.131755132928176,-0.4676833273977664
-1.942043919937996e-11,0.0297122336040077,0.805682132355221,-1.5707963267702878,-3.132027787379855,-0.4691382010363663
-1.1670574353735429e-11,0.0280964655680187,0.7958505313056867,-1.5707963267760343,-3.132265831187666,-0.4708210259644625
-6.630794785113972e-12,0.0262393420143701,0.7866063640479997,-1.5707963267816225,-3.132469243907621,-0.4727406320517696
-3.567218588914629e-12,0.0241326068774796,0.7779533609059732,-1.5707963267860794,-3.1326383969472142,-0.4749056203724837
-1.8044595570052938e-12,0.0217681163631311,0.7698948475360865,-1.5707963267892815,-3.132774071065144,-0.4773244174331607
-8.382798994107462e-13,0.0191377835731765,0.7624338712020848,-1.5707963267914362,-3.1328774748560564,-0.480005327280957
-3.3494513633393653e-13,0.0162335268103617,0.755573321261306,-1.5707963267928229,-3.1329502646623113,-0.4829565810534079
-8.876732849305268e-14,0.013047221986311,0.7493160436418913,-1.5707963267936862,-3.1329945663536565,-0.486186383578527
2.0631690176725664e-14,0.0095706595350613,0.7436649492265319,-1.570796326794209,-3.1330129994103877,-0.4897029566675622
6.137556064652089e-14,0.0057955062339904,0.7386231161655799,-1.5707963267945186,-3.1330087037365666,-0.4935145787614771
6.639728105062553e-17,0.0057955062340583,0.738623116165579,-1.5707963267948963,-3.1330087037365666,-0.4935145787618481
-2.2040473602933332e-14,0.0095610463795767,0.7436648662724621,-1.5707963267956426,-3.1329262179127606,-0.4896991152983392
9.661192892922292e-14,0.0130272760893363,0.7493158702342586,-1.570796326796215,-3.132816072016008,-0.4861754427696411
3.6671365671333933e-13,0.0162026448108907,0.755573049920784,-1.5707963267971672,-3.132676365502068,-0.4829346560615616
9.23438795634438e-13,0.0190954796513962,0.7624334943326829,-1.570796326798709,-3.1325056917433396,-0.4799679093150416
2.004115074825558e-12,0.0217140244607359,0.7698943573460335,-1.570796326801131,-3.132303115937515,-0.477266377362879
3.99927777553553e-12,0.0240664836900038,0.7779527493929197,-1.570796326804773,-3.132068154480768,-0.4748212140525331
7.517177192551469e-12,0.0261610705859253,0.7866056230532199,-1.5707963268099223,-3.1318007551706986,-0.4726235078819957
1.3417432590389316e-11,0.028006059274713,0.7958496526399172,-1.570796326816516,-3.1315012775705102,-0.4706642353899079
2.272411336496311e-11,0.0296098402611442,0.8056811079963531,-1.5707963268235132,-3.1311704728347767,-0.4689342127686977
3.6261493842186194e-11,0.0309809788211376,0.8160957228899535,-1.5707963268277654,-3.1308094622712224,-0.4674240462085922
5.3741711916091186e-11,0.0321282757003211,0.8270885585828762,-1.5707963268225489,-3.130419713895242,-0.4661240815291457
7.227569736639133e-11,0.0330608294492212,0.8386538633846565,-1.5707963267970222,-3.130003016228526,-0.4650243537108542
8.551639180517286e-11,0.0337880996308492,0.8507849292428427,-1.5707963267413274,-3.1295614486044845,-0.4641145370002228
8.926975655579132e-11,0.0343199700322062,0.8634739467005206,-1.5707963266702292,-3.129097347276511,-0.4633838963239217
1.1250724369085848e-10,0.0346668109011423,0.8767118598383741,-1.57079632669455,-3.1286132666857,-0.4628212408070197
3.2418835873517646e-10,0.0348395391158796,0.8904882231150464,-1.5707963271931793,-3.128111935338091,-0.4624148802354227
1.3292179639811164e-09,0.0348496750743427,0.9047910623121935,-1.570796329145573,-3.1275962058728592,-0.4621525853011748
