theta_3,theta_2,theta_1,theta_4,theta_5,theta_6
4.859720101684748e-09,0.0347093949579885,0.9196067420665592,-1.5707963345703568,-3.1270689990760796,-0.4620215523270419
1.5104717396329245e-08,0.0344315768828548,0.9349198427153191,-1.5707963464508592,-3.126533241811444,-0.4620083726418765
4.0526797334016664e-08,0.03402983936929,0.9507130493756888,-1.5707963656588515,-3.1259917990958055,-0.4620990053265486
9.403877488165077e-08,0.0335185708567193,0.9669670563067583,-1.5707963773508622,-3.125447400828657,-0.4622787486491037
1.8302539623514267e-07,0.0329129506414866,0.9836604896405565,-1.5707963078339091,-3.1249025639520043,-0.4625321987407024
2.642503087753902e-07,0.0322289670330339,1.0007698514969943,-1.5707959111707888,-3.124359510991223,-0.4628431733636542
1.0392116893277473e-07,0.0314834523842737,1.018269488285092,-1.5707945139694204,-3.1238200858797653,-0.4631945687308974
-1.0743356730824722e-06,0.0306941832586787,1.03613158560684,-1.570790529732288,-3.123285667583165,-0.4635681292350678
-5.328406672144598e-06,0.0298801386064088,1.0543261915976099,-1.570780730982415,-3.122757081484135,-0.4639441998074704
-1.7253540550370465e-05,0.0290620444952385,1.0728212698048032,-1.5707596213092565,-3.1222345090025314,-0.4643018041256324
-4.54922923208482e-05,0.0282632697681383,1.0915827820639254,-1.5707201409583496,-3.121717401205004,-0.4646199547188793
-0.0001031876522827,0.0275108002218868,1.1105748018218953,-1.5706583542487982,-3.1212044194744317,-0.4648818044202633
-0.0002046565967773,0.0268353497649606,1.1297596595030917,-1.5705854231447882,-3.1206934627863623,-0.4650831623901165
-0.0003560910182448,0.0262694038923344,1.149098122800207,-1.5705469439748072,-3.120181886850558,-0.465244465044857
-0.0005440108802033,0.0258441545020993,1.1685496121685932,-1.570643378495495,-3.1196670256332415,-0.4654227032945817
-0.0005738710340094,0.0258320352231628,1.1874186650247907,-1.5737798635836993,-3.119162158782599,-0.4680714869734756
-0.0005740169154435,0.0258389837163175,1.2114006916357947,-1.5713165815977792,-3.1185740496702836,-0.4649423832661202
-0.0005511786615108,0.0258509444550313,1.2301417133788186,-1.5727959805581917,-3.1181408576606064,-0.4658804689011542
0.0082429354160699,0.0245663467820951,1.2466456331457112,-1.597634272392732,-3.1177369652033193,-0.4827342858859428
0.122478050386422,-0.0119255731642346,1.2660475132409734,-1.766531781598464,-3.117539462938757,-0.5732857155240091
0.2882304040659625,-0.0736845091331189,1.2756812875749126,-1.9519515350884704,-3.1184179231934444,-0.6544317104465508
0.3814514445406858,-0.1102745990868596,1.293726216358618,-2.0347409065377224,-3.121500512832228,-0.6800858911827683
0.4643054250503459,-0.1436216210675109,1.3112694555865736,-2.096775997273356,-3.124919524803643,-0.6921898451736633
0.5295988141753627,-0.1704633485527031,1.327185535379308,-2.1348956022277203,-3.1281571751617423,-0.6915283891447005
0.6025480981189756,-0.2011559446853484,1.3430232183107838,-2.1692908687072077,-3.1313203194003214,-0.6833894637870881
0.675674593903662,-0.2327070407030517,1.358510109134543,-2.194330193947749,-3.134230438321123,-0.6666295729139605
0.7442489091631768,-0.2631433552842617,1.3736285606305014,-2.207343570409092,-3.136751782387192,-0.6413280248970837
0.7859519058322157,-0.2822021025553073,1.3921163020217544,-2.208733196670385,-3.139227495538054,-0.619929060259229
0.8332428197624714,-0.3045939973194537,1.4056600284991367,-2.1990909985067812,-3.1405769592803905,-0.585323778219279
0.9234194033141728,-0.3500425333747254,1.4237596095548548,-2.1624413497986987,-3.14145492106366,-0.5038157831311352
0.9614874451218726,-0.3702564283781757,1.442205978130893,-2.1376934051784025,-3.1410067249746407,-0.4611391848288276
0.9977198513713268,-0.3904567086766548,1.455307476495837,-2.100755178699506,-3.1399964105840548,-0.4081235761399199
1.0313171172083666,-0.4102149421688403,1.4691028838993045,-2.055957589227469,-3.1381303235074336,-0.34942274236942
1.0603741847606436,-0.4283192715926264,1.482256372731609,-2.003923274624887,-3.135538725036583,-0.2863528906467283
1.084332987338215,-0.4441892204663906,1.495021172646693,-1.946195778876148,-3.1322128272831784,-0.2204274881423219
1.1030484855909204,-0.4574064838431908,1.507307510177285,-1.8843307519883572,-3.128229516160714,-0.1529260415629461
1.1167249117016131,-0.4677302205530029,1.5191008704360225,-1.8198201994167265,-3.123669353010659,-0.0848947952704097
1.1257600110810444,-0.4750367487300201,1.5303710482565018,-1.7540751154838743,-3.118633088559657,-0.0172257183083011
1.1306728701642847,-0.4793010750243354,1.541091406251001,-1.6883929726717426,-3.113230563020268,0.0493227372521352
1.1320480158633266,-0.480580330187944,1.5512344598726326,-1.623942403146962,-3.1075777923422527,0.1141020894773805
1.130492500470103,-0.478999042102684,1.5607724210390985,-1.5617410806977048,-3.1017928235770893,0.1765685129270309
1.126599499035448,-0.4747320089443518,1.569676754233952,-1.502638936063314,-3.0959927476313434,0.2362811862964667
1.12091883031096,-0.4679854611596102,1.5779180186161375,-1.447310359724987,-3.090291319804629,0.2929002675078935
1.1139356125155555,-0.4589784371327215,1.5854657899365583,-1.3962585574620268,-3.0847972596524675,0.346180512611241
1.106057617077637,-0.4479265235006646,1.5922887017918443,-1.3498309348527129,-3.0796131246333607,0.3959600145643288
1.0976105417442037,-0.4350293467311915,1.598354569562685,-1.308242012640624,-3.0748346656163172,0.4421453740897601
1.0888394252470273,-0.4204621988055946,1.603630561112366,-1.27159958159647,-3.070550564495036,0.4846954442261205
1.079914072894202,-0.4043713812255389,1.608083384353326,-1.239930454328358,-3.0668424577046545,0.5236056059245249
1.0709365499770542,-0.386872431654559,1.611679475585956,-1.2132034583491076,-3.063785155096447,0.5588938606140625
1.0619492594442548,-0.3680503086149083,1.6143851850679478,-1.1913485927343508,-3.0614469722442785,0.5905892970458732
1.052942619814658,-0.3479607189143913,1.6161669645659018,-1.1742722060649926,-3.059890105060284,0.6187229420796233
1.043861770316652,-0.326631957051681,1.6169915657291627,-1.161868590333302,-3.059170986988437,0.6433206909087551
1.034612013016766,-0.3040668085226317,1.6168262593763758,-1.1540286077230786,-3.0593405792522317,0.6643978867673506
1.025062865785327,-0.2802442150339291,1.6156390855522642,-1.1506459882171556,-3.060444552417638,0.6819551147134879
1.0150506721014627,-0.2551205014026613,1.6133991434069364,-1.151621846573276,-3.0625233223274178,0.6959748325565701
1.0043797203842169,-0.2286300267777989,1.610076929077692,-1.156867822169034,-3.065611905179016,0.7064185505574316
0.99282178648386,-0.2006851570697796,1.6056447290816247,-1.1663080672761554,-3.0697395553036637,0.7132243766826218
0.9801139409532278,-0.1711754731962424,1.6000770764561967,-1.1798800957266045,-3.074929145298034,0.7163048690961957
0.9659543666166868,-0.1399661454357569,1.5933512773027343,-1.1975342297816405,-3.08119624190147,0.7155453010567402
0.9499958226244296,-0.1068954387067533,1.5854480170516294,-1.2192309993324408,-3.0885478230740526,0.7108026836831629
0.9286129816754348,-0.066450210744253,1.5775389184694262,-1.3016614077604236,-3.0959726012973667,0.6473529642126832
0.9095607176222468,-0.0331086856986697,1.565489317834267,-1.2847325489852028,-3.1070554988152717,0.6783374441215054
0.879534366487498,0.0152420582371743,1.5557885284421855,-1.3744765281351,-3.1160160391375937,0.6068198949701529
0.846977539179559,0.0619702470851488,1.5431159097129412,-1.4198432460643913,-3.1274736124661815,0.57549912866172
0.8083096421882371,0.1126064979503321,1.5292908675893386,-1.467398203646439,-3.1397460286080867,0.5398446143685244
0.7617057948001914,0.1681738888863691,1.5143207689346145,-1.5184774916280532,-3.14,0.497751412128679
0.6918862937452298,0.2416888948213504,1.4981598573383077,-1.6147729174990444,-3.14,0.4053212863608149
